2450917.11028,0.0810,3.7E-3,AAT
2451236.24332,-4.8314,3.1E-3,AAT
2451275.12458,-4.9678,4.0E-3,AAT
2451382.94887,-4.8550,2.5E-3,AAT
2451630.26344,-2.9148,2.7E-3,AAT
2451683.06432,-2.3735,2.9E-3,AAT
2451717.96127,-2.0286,2.8E-3,AAT
2451743.00961,-1.7718,2.8E-3,AAT
2451920.24338,0.0,3.3E-3,AAT
2451984.14882,0.5802,4.2E-3,AAT
2452060.96853,1.2244,3.4E-3,AAT
2452092.97458,1.4837,3.1E-3,AAT
2452748.21844,5.3221,5.5E-3,AAT
2456793.06682,6.2898,3.2E-3,AAT
